Sheet 1: PROJECT CATALYST FUND 9 METRICS - FINAL
,,,,
,,,,
,,,,
PROPOSALS,1105,,,
CHALLENGE FUND PROPOSALS,61,,,
,,,,
,,,,
PROPOSAL SCORES,VOTED,SPONSORED,,
AVG SCORE,4.11,4.37,,
MEDIAN SCORE,4.33,4.47,,
MIN SCORE,1.06,2.21,,
MAX SCORE,5.00,5.00,,
,,,,
,,,,
VOTES PER PROPOSAL,VOTED,SPONSORED,,
AVG VOTES,312,331,,
MEDIAN VOTES,231,293,,
MIN VOTES,110,135,,
MAX VOTES,2572,1152,,
,,,,
,,,,
ADA PER WALLET,,,,
AVG ADA/WALLET,321880,,,
MEDIAN ADA/WALLET,255192,,,
MIN ADA/WALLET,86204,,,
MAX ADA/WALLET,804495,,,
,,,,
,,,,
FUNDED PROPOSAL COUNT,,,,
TOTAL (VOTE) FUNDED,223,,,
TOTAL (SPONSOR) FUNDED,3,,,
TOTAL,226,,,
,,,,
,,,,
PROPOSAL BUDGETS,VOTED,SPONSORED,,
AVG BUDGET,"$129,865.45","$42,411.49",,
MEDIAN BUDGET,"$41,000.00","$27,900.00",,
MIN BUDGET,$100.00,$600.00,,
MAX BUDGET,"$12,800,000.00","$375,000.00",,
,,,,
,,,,
FUNDING,,,,
TOTAL (VOTE) FUNDED,"$12,939,102.00",223,,
TOTAL (SPONSOR) FUNDED,"$54,337.00",3,,
TOTALS,$12993439.00,226,,
AVG (ALL) AMOUNT FUNDED,"$57,493.09",,,
,,,,
,,,,
FUNDING METRICS,VOTED,SPONSORED,,
MIN FUNDED,$100,"$12,000.00",,
MAX FUNDED,"$759,000","$28,837.00",,
AVG FUNDED,"$60,747","$18,112.33",,

All Proposals: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,,AVG ADA /VOTE
International students for Cardano,4.46,436,79491423,18764562,60726861,YES,"$4,160",FUNDED,"$75,970",,225358
Mini Proposal Workshops,4.42,346,64226276,4660705,59565571,YES,"$5,000",FUNDED,"$70,970",,199095
University Design Team,4.29,323,62871236,4503142,58368094,YES,"$5,000",FUNDED,"$65,970",,208589
UPDEV CHALLENGE,4.57,335,69935374,16822539,53112835,YES,"$7,000",FUNDED,"$58,970",,258979
Fund Winner Marketing Logos,4.29,225,52876961,7435583,45441378,YES,"$5,000",FUNDED,"$53,970",,268056
Cardano for Africa,4.20,271,51029549,6589482,44440067,YES,"$5,000",FUNDED,"$48,970",,212616
Cardano Student Learning Platform,3.95,223,41901272,3230891,38670381,YES,"$1,800",FUNDED,"$47,170",,202386
ALOHA for Cardano,4.44,287,58281259,23005774,35275485,YES,"$4,160",FUNDED,"$43,010",,283230
Bringing Cardano to Cambridge,4.00,255,37845152,3337653,34507499,YES,"$4,900",FUNDED,"$38,110",,161501
Cardano for MENA,4.19,221,36101177,5510903,30590274,YES,"$5,000",FUNDED,"$33,110",,188290
Cardano Tunisia,3.93,194,35277057,8703482,26573575,YES,"$5,000",FUNDED,"$28,110",,226704
Catalyst for MBA Students.,4.12,217,30105457,3791837,26313620,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,156209
🇻🇳 Cardano Catalyst Student VSC2O,4.19,220,28494149,7147227,21346922,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,162006
Thesis on Catalyst Decentralized VC,4.05,186,25743168,4847444,20895724,NO,"$3,000",NOT FUNDED,"$28,110",Approval Threshold,164466
Black & PhD: Writing retreat for PC,4.12,196,24048792,6433849,17614943,NO,"$4,970",NOT FUNDED,"$28,110",Approval Threshold,155524
Cardano for Latinamerican Students,3.97,232,20053759,4838968,15214791,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,107296
Outreach/Education Paraguay,3.97,196,16341990,4342164,11999826,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,105531
Virtual Assistant,4.13,202,14142434,5210771,8931663,NO,"$4,750",NOT FUNDED,"$28,110",Approval Threshold,95808
Onboard Tanzania Universities,3.89,184,14756289,6260780,8495509,NO,"$4,900",NOT FUNDED,"$28,110",Approval Threshold,114223
Youth Block Resource Development,4.00,217,13480598,5225571,8255027,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,86204
Establish Coin Media,4.15,199,12142616,6022427,6120189,NO,"$4,500",NOT FUNDED,"$28,110",Approval Threshold,91282
Create Local/Online Job Fair System,3.73,176,7380398,10016662,-2636264,NO,"$17,500",NOT FUNDED,"$28,110",Approval Threshold,98847
OxBAT Conference Oxford University,2.79,176,20431234,28503816,-8072582,NO,"$11,820",NOT FUNDED,"$28,110",Approval Threshold,278040
Cardano Catalyst Schooling,3.67,167,5254520,21204914,-15950394,NO,"$1,600",NOT FUNDED,"$28,110",Approval Threshold,158440
Outreach/Education Ecuador,3.69,161,5527268,21661320,-16134052,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,168873
Student and engineers community,3.29,171,7117679,25368492,-18250813,NO,"$13,500",NOT FUNDED,"$28,110",Approval Threshold,189978
Student Startup escrow (SSE),3.21,155,4072682,22553096,-18480414,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,171779
Cardano Brazil Meetup Hub Students,3.26,189,11432944,30032555,-18599611,NO,"$19,800",NOT FUNDED,"$28,110",Approval Threshold,219394
Digitalization of town halls,2.95,154,1853594,22945421,-21091827,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,161033
Mentoring Program,2.69,167,3511628,24887273,-21375645,NO,"$3,000",NOT FUNDED,"$28,110",Approval Threshold,170053
ADAO Learning Grant,2.47,232,5222251,29110379,-23888128,NO,"$5,000",NOT FUNDED,"$28,110",Approval Threshold,147985
,,,,,,,,15,,,

Cross-Chain Collaboration: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,
Solve asset fractionalization,4.19,430,236495746,23233490,213262256,YES,"$90,000",FUNDED,"$810,000",,604021
ATALA Prism zKP + Hyperledger Aries,5.00,1130,195109823,26509623,168600200,YES,"$82,000",FUNDED,"$728,000",,196123
Wolfram UTxO History&Collaboration,4.62,430,157571081,17390190,140180891,YES,"$67,000",FUNDED,"$661,000",,406887
KERI bridge for Cardano,4.92,536,94321008,18719608,75601400,YES,"$16,000",FUNDED,"$645,000",,210897
Evescale Devs on Cardano,4.73,386,88847842,20642420,68205422,YES,"$9,800",FUNDED,"$635,200",,283654
Cardano SSI Contributors - Season 2,4.90,435,84696213,18803714,65892499,YES,"$9,100",FUNDED,"$626,100",,237931
NFT Game Marketplace Cross-Chain,4.73,488,85764387,25633573,60130814,YES,"$75,000",FUNDED,"$551,100",,228275
Spectrum.Network | Layer 2 for DeFi,4.38,490,81495120,27253672,54241448,YES,"$312,000",FUNDED,"$239,100",,221936
Catalyst Swarm & SingularityNET,4.55,482,80110071,26278933,53831138,YES,"$60,400",FUNDED,"$178,700",,220724
Oneiron: Cardano Sidechain SDK,4.59,305,75297852,23401690,51896162,YES,"$65,536",FUNDED,"$113,164",,323605
Innovatio Cross-Chain ADA-AVAX-DOT,4.63,445,72223381,26206420,46016961,YES,"$53,600",FUNDED,"$59,564",,221191
littlefish - Ocean Technologies,4.88,492,75146932,30026198,45120734,YES,"$40,800",FUNDED,"$18,764",,213767
anetaBTC on Cardano and Ergo,4.24,598,60703530,19961740,40741790,YES,"$65,000",NOT FUNDED,"$18,764",Over Budget,134892
BitFins Cross-Chain NFT Aquariums,4.83,347,59584088,24322382,35261706,YES,"$20,000",NOT FUNDED,"$18,764",Over Budget,241805
Multi-chain token bridge,4.38,294,62523849,30398460,32125389,YES,"$231,525",NOT FUNDED,"$18,764",Over Budget,316062
Automatic cross-chain token bridge,4.43,295,50217230,18693926,31523304,YES,"$40,000",NOT FUNDED,"$18,764",Over Budget,233597
Bringing Business to Cardano,4.50,274,55071703,24540272,30531431,YES,"$10,329",FUNDED,"$8,435",,290555
The ArtSuite Multi-Chain NFT Events,4.59,258,56008556,25829944,30178612,YES,"$90,000",NOT FUNDED,"$8,435",Over Budget,317203
CrossChain Blockchain4Good Research,4.50,238,52276662,26545838,25730824,YES,"$13,000",NOT FUNDED,"$8,435",Over Budget,331187
Cardano/Ethereum NFT Ecosystems Map,4.50,285,49902887,25213229,24689658,YES,"$40,900",NOT FUNDED,"$8,435",Over Budget,263565
Cross-Chain Catalyst Women Activity,4.83,438,56429565,32112527,24317038,YES,"$15,000",NOT FUNDED,"$8,435",Over Budget,202151
RootsWallet - Aries JS,5.00,553,111716897,91119129,20597768,YES,"$21,000",NOT FUNDED,"$8,435",Over Budget,366792
Bridgeless atomic cross chain swaps,4.51,527,102539096,84343756,18195340,YES,"$25,000",NOT FUNDED,"$8,435",Over Budget,354616
Promoting Cardano for Impact,4.53,238,40793448,23417808,17375640,YES,"$18,950",NOT FUNDED,"$8,435",Over Budget,269795
AMA with Cross-Chain Communities,4.67,244,35893121,22725843,13167278,YES,"$3,420",FUNDED,"$5,015",,240242
Cross-Chain NFT Cultivation Events,4.57,224,37765813,25414901,12350912,YES,"$50,000",NOT FUNDED,"$5,015",Over Budget,282057
Empowering Collabs though Hubs,4.47,250,35992961,24501103,11491858,YES,"$30,250",NOT FUNDED,"$5,015",Over Budget,241976
MAYZ: Cardano Cross-Chain Index,4.38,224,32281967,21305386,10976581,YES,"$65,000",NOT FUNDED,"$5,015",Over Budget,239229
Onboard New Hispanic Ethereum Users,4.33,225,32279843,21875734,10404109,YES,"$4,440",FUNDED,$575,,240691
Cardano-Polkadot Oracle Bridge,4.22,334,36679194,26925941,9753253,YES,"$130,000",NOT FUNDED,$575,Over Budget,190435
One Crypto Pass,4.57,268,37953000,28270286,9682714,YES,"$57,200",NOT FUNDED,$575,Over Budget,247102
TIP For Collaboration,4.44,195,26625231,19208610,7416621,YES,"$43,506",NOT FUNDED,$575,Over Budget,235045
TosiDrop Cross-chain Development,4.13,471,36107138,29835447,6271691,YES,"$160,000",NOT FUNDED,$575,Over Budget,140005
Catalyst+DAOstack Open Space,4.26,178,29991990,23822450,6169540,YES,"$48,500",NOT FUNDED,$575,Over Budget,302328
Positive Blockchain Database V2,4.37,199,27105144,21770310,5334834,YES,"$25,000",NOT FUNDED,$575,Over Budget,245605
Haskell Bootcamp TPG X KONMA,4.24,221,27843826,25755865,2087961,NO,"$70,000",NOT FUNDED,$575,Approval Threshold,242533
More secure cross-chain solutions,4.29,201,24268752,22854705,1414047,NO,"$20,000",NOT FUNDED,$575,Approval Threshold,234445
everCrypt DAO|Basic Income Protocol,4.62,296,39985971,39909705,76266,NO,"$164,249",NOT FUNDED,$575,Approval Threshold,269918
United Nations Blockchain4Impact,4.33,231,29090235,29161137,-70902,NO,"$70,000",NOT FUNDED,$575,Approval Threshold,252170
Taxir | Bringing Blockchain to MENA,4.57,194,27615925,28102239,-486314,NO,"$36,900",NOT FUNDED,$575,Approval Threshold,287207
ProofOfHumanity KYC on Atala Prism,4.20,224,19676774,20874203,-1197429,NO,"$36,200",NOT FUNDED,$575,Approval Threshold,181031
Crosschain Minting Solution,4.20,280,25413774,28783502,-3369728,NO,"$100,000",NOT FUNDED,$575,Approval Threshold,193562
United Caricature 2,4.41,194,20158247,24014909,-3856662,NO,"$10,500",NOT FUNDED,$575,Approval Threshold,227697
Creating NFTs & Gaming Cross Chain!,3.83,152,18861373,26189347,-7327974,NO,"$25,000",NOT FUNDED,$575,Approval Threshold,296386
Catalyst Ticker on Twitter,3.83,201,12158879,19790729,-7631850,NO,$850,NOT FUNDED,$575,Approval Threshold,158953
Students for Blockchain,4.18,179,11618428,23820240,-12201812,NO,"$14,400",NOT FUNDED,$575,Approval Threshold,197981
Cardano Events Barcelona,3.67,177,14342212,29585186,-15242974,NO,"$15,000",NOT FUNDED,$575,Approval Threshold,248177
Sifchain Omni-EVM,3.81,204,11180693,26770068,-15589375,NO,"$150,000",NOT FUNDED,$575,Approval Threshold,186033
Cross-Chain NFT Music Player,3.92,190,8822614,24493318,-15670704,NO,"$50,000",NOT FUNDED,$575,Approval Threshold,175347
Growing Web3 Mentorship Pool,4.24,185,7738095,24912236,-17174141,NO,"$22,500",NOT FUNDED,$575,Approval Threshold,176488
NFT Bridge to & from Cardano,3.48,196,13440797,32523667,-19082870,NO,"$100,000",NOT FUNDED,$575,Approval Threshold,234513
IRI: Cross-Chain Happy Hours,4.22,163,6009670,25254476,-19244806,NO,"$3,000",NOT FUNDED,$575,Approval Threshold,191805
Scrutiny System in blockchain,3.92,160,7858192,28304357,-20446165,NO,"$101,682",NOT FUNDED,$575,Approval Threshold,226016
Cardano for Impact Investors,4.11,183,7015143,27575083,-20559940,NO,"$51,000",NOT FUNDED,$575,Approval Threshold,189018
Cardano Pilgrimage,4.07,154,4138541,26387394,-22248853,NO,"$48,000",NOT FUNDED,$575,Approval Threshold,198220
Decentralized cross-chain OTC,3.67,150,2212349,26256630,-24044281,NO,"$10,000",NOT FUNDED,$575,Approval Threshold,189793
Job & Event Center (Woolly Map),3.62,152,2416584,27045391,-24628807,NO,"$32,000",NOT FUNDED,$575,Approval Threshold,193829
Climathon: Blockchain4Climate,3.93,213,6543386,32909606,-26366220,NO,"$13,500",NOT FUNDED,$575,Approval Threshold,185225
Cross-Chain Card Game,3.58,160,1320601,29218559,-27897958,NO,"$37,000",NOT FUNDED,$575,Approval Threshold,190870
Konma to bring in TRUTS on Cardano,3.07,186,1521598,29859334,-28337736,NO,"$60,000",NOT FUNDED,$575,Approval Threshold,168715
SOIL: OriginTrail / Ontochain (DKG),1.96,177,2106997,31808763,-29701766,NO,"$5,000",NOT FUNDED,$575,Approval Threshold,191614
littlefish - Ocean Organizations,4.88,401,61452517,100948933,-39496416,NO,"$66,133",NOT FUNDED,$575,Approval Threshold,404991
MultiSwap (X-Chain Swaps by Ferrum),4.12,236,32763334,114077441,-81314107,NO,"$200,000",NOT FUNDED,$575,Approval Threshold,622207
A Multi-chain Explorer ft. Cardano,3.86,215,10397671,97242373,-86844702,NO,"$120,000",NOT FUNDED,$575,Approval Threshold,500651
C.S.E.R.DEFI,2.89,192,2180717,117225357,-115044640,NO,"$225,000",NOT FUNDED,$575,Approval Threshold,621907
United Media BlockChain Community,2.88,215,2806880,128908397,-126101517,NO,"$330,000",NOT FUNDED,$575,Approval Threshold,612629
,,,,,,,,15,,,

DAOs <3 Cardano: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,
Plural Voting and Identity for DAOs,5.00,1857,384823670,11851670,372972000,YES,"$91,000",FUNDED,"$909,000",,213611
Secure off-chain community voting,4.80,1185,224686203,13309156,211377047,YES,"$51,750",FUNDED,"$857,250",,200840
littlefish - Ikigai in Community,4.92,957,185240443,28355753,156884690,YES,"$50,000",FUNDED,"$807,250",,223194
littlefish - Tools of DAO Work,4.88,991,172419850,28872851,143546999,YES,"$93,600",FUNDED,"$713,650",,203121
Gov3 - DAO Delegation Dashboard,4.87,961,172748637,33403659,139344978,YES,"$119,000",FUNDED,"$594,650",,214519
Funding Categories Analysis,4.87,766,150952690,13510486,137442204,YES,"$42,150",FUNDED,"$552,500",,214704
ADAO: Comprehensive DAO's Course,4.43,474,150993521,13762550,137230971,YES,"$12,160",FUNDED,"$540,340",,347587
ADAO Open Source Development,4.05,436,146116371,11523938,134592433,YES,"$76,000",FUNDED,"$464,340",,361560
Blockchain Surveys for DAOs & More,4.76,623,123898264,10282350,113615914,YES,"$34,560",FUNDED,"$429,780",,215378
Mentorship Digital Identity DAO,4.87,699,124450890,15651969,108798921,YES,"$90,000",FUNDED,"$339,780",,200433
Cardano DAO Dashboard,4.67,626,113451231,9804374,103646857,YES,"$12,500",FUNDED,"$327,280",,196894
Catalyst Swarm DAO Tools,4.58,541,116473569,13734945,102738624,YES,"$73,600",FUNDED,"$253,680",,240681
Governance Services Guild tools,4.78,627,113876126,13590164,100285962,YES,"$37,600",FUNDED,"$216,080",,203296
Clarity DAO Infrastructure,4.61,517,108182074,12712072,95470002,YES,"$99,200",FUNDED,"$116,880",,233838
CardanoPress: Governance Plugin,4.50,535,99458056,9254185,90203871,YES,"$12,000",FUNDED,"$104,880",,203200
Voteaire Escrow Smart Contract,3.81,391,98318091,11482763,86835328,YES,"$98,600",FUNDED,"$6,280",,280821
LATAM TownHall,4.71,593,101051335,14846352,86204983,YES,"$27,000",NOT FUNDED,"$6,280",Over Budget,195443
SharpDAO - DAO Tooling for Cardano,4.53,411,93139333,10876001,82263332,YES,"$56,250",NOT FUNDED,"$6,280",Over Budget,253079
DAO Turn Key Deployment,4.59,472,85663044,12812182,72850862,YES,"$65,000",NOT FUNDED,"$6,280",Over Budget,208634
Web3 Education DAO by Wada,4.38,417,81734328,12015561,69718767,YES,"$75,000",NOT FUNDED,"$6,280",Over Budget,224820
BORA: Empower Tomorrow’s Leaders,4.67,484,86081114,16982407,69098707,YES,"$44,000",NOT FUNDED,"$6,280",Over Budget,212941
Catalyst GPS and Blockchain4Good,4.57,454,88820757,20900418,67920339,YES,"$39,000",NOT FUNDED,"$6,280",Over Budget,241677
Smarthubs=more impact/adoption,4.73,500,79347044,12428934,66918110,YES,"$28,600",NOT FUNDED,"$6,280",Over Budget,183552
Ubuntu Crypto Use Map DAO,4.59,475,83067881,19413443,63654438,YES,"$64,500",NOT FUNDED,"$6,280",Over Budget,215750
JPG DAO: User-First NFT Ecosystem,4.38,537,85179484,22903436,62276048,YES,"$63,000",NOT FUNDED,"$6,280",Over Budget,201272
Web3 Onboarding DAO,4.44,400,74506324,13076899,61429425,YES,"$25,300",NOT FUNDED,"$6,280",Over Budget,218958
Clarity DAO Incubator,4.51,425,73812685,13044197,60768488,YES,"$50,000",NOT FUNDED,"$6,280",Over Budget,204369
DLT360/CC: Building Compliant DAOs,4.33,350,68032779,8514883,59517896,YES,"$12,500",NOT FUNDED,"$6,280",Over Budget,218708
"e-Learning DAO, Builds the platform",4.47,442,69006715,10300484,58706231,YES,"$55,000",NOT FUNDED,"$6,280",Over Budget,179428
NFT Guild Operations,4.50,420,74114306,17853125,56261181,YES,"$30,000",NOT FUNDED,"$6,280",Over Budget,218970
ADAwell: Wellbeing DAO,4.54,410,72999428,17280778,55718650,YES,"$5,690",FUNDED,$590,,220196
DAO-NET: ZKP Sybil Defense Service,4.40,344,66184431,11573213,54611218,YES,"$55,000",NOT FUNDED,$590,Over Budget,226040
OpenSource for Sustainable DAOs,4.26,343,65132717,12477715,52655002,YES,"$25,000",NOT FUNDED,$590,Over Budget,226269
Education on DAOs,4.40,388,63774949,12417008,51357941,YES,"$20,880",NOT FUNDED,$590,Over Budget,196371
Cardano Community Hubs DAO &cDDK,4.54,431,69665586,18754206,50911380,YES,"$23,540",NOT FUNDED,$590,Over Budget,205150
Innovation Fund Research - Roles,4.62,446,71285832,20968238,50317594,YES,"$45,220",NOT FUNDED,$590,Over Budget,206848
EnDAOment : Endowment Framework,4.29,306,61265271,12248122,49017149,YES,"$50,000",NOT FUNDED,$590,Over Budget,240240
Cardano Commoner: SofiH,4.33,320,61241609,13804594,47437015,YES,"$20,000",NOT FUNDED,$590,Over Budget,234519
Research on Mentorship Tokenization,4.40,362,61511828,14154014,47357814,YES,"$65,000",NOT FUNDED,$590,Over Budget,209022
Munchy Go Delivery Food dApp DAO,4.41,386,61134002,16106919,45027083,YES,"$22,400",NOT FUNDED,$590,Over Budget,200106
DAO-NET: Participate to Earn,4.25,349,57039737,12732616,44307121,YES,"$70,000",NOT FUNDED,$590,Over Budget,199921
SPO Learning Support Community DAO,4.20,336,53911649,11721022,42190627,YES,"$10,800",NOT FUNDED,$590,Over Budget,195335
dLiber8,4.38,312,56416532,16730355,39686177,YES,"$60,000",NOT FUNDED,$590,Over Budget,234445
littlefish - Redefining Earning,4.87,890,152038021,113900120,38137901,YES,"$260,000",NOT FUNDED,$590,Over Budget,298807
"anetaBTC, DAO Infrastructure",3.50,659,60407719,22367084,38040635,YES,"$65,000",NOT FUNDED,$590,Over Budget,125607
Brazilian Community DAO,4.38,361,60510126,23691660,36818466,YES,"$50,000",NOT FUNDED,$590,Over Budget,233246
NFT powered Turnkey DAOs,4.00,429,55747093,21724192,34022901,YES,"$80,000",NOT FUNDED,$590,Over Budget,180586
What The DAO?' Twitter Space,4.24,316,39855028,11350198,28504830,YES,"$3,850",NOT FUNDED,$590,Over Budget,162042
Develop a Product and Services DAO,4.11,327,41658118,14059161,27598957,YES,"$24,590",NOT FUNDED,$590,Over Budget,170389
NFT Fractionalization System,4.00,309,40525472,13183916,27341556,YES,"$30,000",NOT FUNDED,$590,Over Budget,173817
JUS - More DIDs = More DAOs,4.19,304,39069420,14113284,24956136,YES,"$50,000",NOT FUNDED,$590,Over Budget,174943
CNGO - DAOs & NGOs working together,3.94,324,41443779,16503907,24939872,YES,"$30,000",NOT FUNDED,$590,Over Budget,178851
Gig workers DAO,3.95,295,38211276,16741587,21469689,YES,"$12,500",NOT FUNDED,$590,Over Budget,186281
DAO for multi-asset NFT,3.90,320,41194813,22231075,18963738,YES,"$60,000",NOT FUNDED,$590,Over Budget,198206
CNFT Alliance DAO & Launchpad,3.83,311,36304698,17438804,18865894,YES,"$35,000",NOT FUNDED,$590,Over Budget,172809
Konma x SardaM DAO,4.05,308,35232290,17986894,17245396,YES,"$38,000",NOT FUNDED,$590,Over Budget,172790
KonmaDAO - A DAO of DAOs,3.95,360,35919270,20135532,15783738,YES,"$100,000",NOT FUNDED,$590,Over Budget,155708
Collab Platform for DAO Operations,3.83,283,34510228,19219643,15290585,YES,"$60,000",NOT FUNDED,$590,Over Budget,189858
DEX using Protocol Owned Liquidity!,4.07,358,48317466,36382310,11935156,YES,"$209,000",NOT FUNDED,$590,Over Budget,236592
paoDAO School of Blockchain,3.27,280,19882466,25713816,-5831350,NO,"$34,200",NOT FUNDED,$590,Approval Threshold,162844
Scalable Open Innovation Ledger,2.80,290,19498508,28998637,-9500129,NO,"$10,000",NOT FUNDED,$590,Approval Threshold,167232
CAT\_ID Catalyst SSI,3.20,291,17771895,28087753,-10315858,NO,"$32,000",NOT FUNDED,$590,Approval Threshold,157593
Cardano/DAO for Brazilian Companies,2.72,291,19069855,31154956,-12085101,NO,"$8,700",NOT FUNDED,$590,Approval Threshold,172594
Inukshuk Healthdata Wallet,2.93,310,18615578,30897786,-12282208,NO,"$87,000",NOT FUNDED,$590,Approval Threshold,159721
Almagua Social DAO Project,2.71,303,18385661,32390804,-14005143,NO,"$3,000",NOT FUNDED,$590,Approval Threshold,167579
TosiDrop DAO Governance Platform,3.94,582,67902302,82310511,-14408209,NO,"$70,000",NOT FUNDED,$590,Approval Threshold,258098
PropX DAO :- Property Exchange DAO,3.54,294,18875440,35365870,-16490430,NO,"$87,000",NOT FUNDED,$590,Approval Threshold,184494
Ads Platform SSP & DSP with Cardano,1.93,347,19081921,37414820,-18332899,NO,"$100,000",NOT FUNDED,$590,Approval Threshold,162815
"DAO DAO! (sing song, like: tä-ˈdä!)",1.72,369,15079745,38713120,-23633375,NO,"$3,333",NOT FUNDED,$590,Approval Threshold,145780
DAO Infrastructure Framework (DIF),4.07,368,47786616,100064055,-52277439,NO,"$400,800",NOT FUNDED,$590,Approval Threshold,401768
Open-Source DAO Framework,3.67,353,34092328,116889338,-82797010,NO,"$400,000",NOT FUNDED,$590,Approval Threshold,427710
,,,,,,,,17,,,

"Dapps, Products & Integrations: Table 1"
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,
Liquid staking for Milkomeda / L2s,4.55,747,360974703,37679625,323295078,YES,"$100,000",FUNDED,"$7,750,000",,533674
WalletConnect for Cardano,4.04,659,322710434,26528494,296181940,YES,"$200,000",FUNDED,"$7,550,000",,529953
Fracada Addressing Audit,4.09,471,273406310,22975704,250430606,YES,"$15,000",FUNDED,"$7,535,000",,629261
Ledger Live Integration #2,4.70,879,287006607,42752770,244253837,YES,"$330,000",FUNDED,"$7,205,000",,375153
Milkomeda Game #2,3.71,425,267481459,31238013,236243446,YES,"$80,000",FUNDED,"$7,125,000",,702869
Milkomeda Djed,3.46,530,249360390,26212157,223148233,YES,"$40,000",FUNDED,"$7,085,000",,519948
Handle Personalization | ADA Handle,4.93,1198,255468360,39324170,216144190,YES,"$155,600",FUNDED,"$6,929,400",,246071
500+ ₳Community Sent to Conferences,5.00,1640,328906429,127000045,201906384,YES,"$420,000",FUNDED,"$6,509,400",,277992
Impact lending for the unbanked,4.80,543,227903244,42215527,185687717,YES,"$63,600",FUNDED,"$6,445,800",,497456
Evolve Eternl,3.96,764,187315385,5805218,181510167,YES,"$90,000",FUNDED,"$6,355,800",,252776
dcSpark (the company iteslf),2.77,686,251793781,75095622,176698159,YES,"$400,000",FUNDED,"$5,955,800",,476515
Smart Contract Audit projectNEWM,4.07,296,180478541,7703034,172775507,YES,"$50,000",FUNDED,"$5,905,800",,635749
Atala Integration with Milkomeda,4.87,769,257219429,94738495,162480934,YES,"$46,100",FUNDED,"$5,859,700",,457683
projectNEWM Marketplace Creation,3.73,355,175782117,15216728,160565389,YES,"$150,000",FUNDED,"$5,709,700",,538025
Wallet Dapp Connector Integration,4.38,360,176791777,17856221,158935556,YES,"$20,000",FUNDED,"$5,689,700",,540689
MLabs - Cardano DApp Schemas,4.80,560,183450857,31153101,152297756,YES,"$115,200",FUNDED,"$5,574,500",,383221
L-Earning Bazaar: Web3 Integration,4.67,426,194188982,42400639,151788343,YES,"$80,000",FUNDED,"$5,494,500",,555375
DripDropz Open Source Voting Tool,4.61,620,180612496,34974108,145638388,YES,"$150,000",FUNDED,"$5,344,500",,347720
BLOCKTRUST identity wallet (PRISM),4.95,948,177564309,35966289,141598020,YES,"$45,000",FUNDED,"$5,299,500",,225243
DripDropz Cardano Mainstreet Suite,4.59,565,185254721,52999656,132255065,YES,"$326,000",FUNDED,"$4,973,500",,421689
Discord Social Credential,4.83,442,141268702,22441666,118827036,YES,"$8,425",FUNDED,"$4,965,075",,370385
Cardano 101 Course - Kaizen Crypto,4.46,308,138721370,20107512,118613858,YES,"$30,000",FUNDED,"$4,935,075",,515678
MLabs - Embedano (Embedded Devices),4.42,321,135048483,20893461,114155022,YES,"$96,000",FUNDED,"$4,839,075",,485800
Stay Updated With Cardano Events,4.26,212,132858094,20137596,112720498,YES,"$50,000",FUNDED,"$4,789,075",,721678
Catalyst Research & Voter Tool,4.73,372,131735838,22126322,109609516,YES,"$34,560",FUNDED,"$4,754,515",,413608
Login with Cardano Wallet - cAuth,4.92,739,138328674,39556848,98771826,YES,"$35,500",FUNDED,"$4,719,015",,240711
Enable Eternl,4.23,766,118746357,23832663,94913694,YES,"$90,000",FUNDED,"$4,629,015",,186134
Open dApp Framework,4.67,260,113869649,19098140,94771509,YES,"$6,520",FUNDED,"$4,622,495",,511415
Japanese Traditional Crafts NFT,4.30,396,202892593,108488960,94403633,YES,"$51,000",FUNDED,"$4,571,495",,786317
ADAO - Plutus Token Vesting DApp,4.40,305,110904980,17144137,93760843,YES,"$33,000",FUNDED,"$4,538,495",,419833
Learn to Earn Cardano Ecosystem,5.00,1009,135184408,44617937,90566471,YES,"$28,650",FUNDED,"$4,509,845",,178199
ADAO- NFT Fractionalization Dapp,4.33,271,102899422,21477501,81421921,YES,"$33,750",FUNDED,"$4,476,095",,458955
AdaPulse: Independent Media Outlet,4.46,350,116786783,36281495,80505288,YES,"$222,800",FUNDED,"$4,253,295",,437338
Recognize Impact through DIDs,4.80,503,192861454,112506681,80354773,YES,"$68,967",FUNDED,"$4,184,328",,607094
Rare Bloom Cardano Community Event,4.05,344,118673707,41498380,77175327,YES,"$250,000",FUNDED,"$3,934,328",,465617
